gx,gy,wala,wac,g_hat,f_true
0.05833333333,0.2416666667,3.5,3.808333333,-584.3060364,-118.0920109
0.05833333333,0.2583333333,3.5,3.891666667,-577.8325646,-108.2539649
0.05833333333,0.275,3.5,3.975,-571.4430573,-94.99080619
0.05833333333,0.2916666667,3.5,4.058333333,-565.0535501,-78.90706839
0.05833333333,0.3083333333,3.5,4.141666667,-558.6640429,-61.64818098
0.05833333333,0.325,3.5,4.225,-528.8536551,-45.97477084
0.05833333333,0.3416666667,3.5,4.308333333,-476.7594439,-35.16517247
0.05833333333,0.3583333333,3.5,4.391666667,-502.6586148,-31.78252775
0.05833333333,0.375,3.5,4.475,-528.5577856,-36.462156
0.05833333333,0.3916666667,3.5,4.558333333,-484.1311307,-47.58252574
0.05833333333,0.4083333333,3.5,4.641666667,-439.7044759,-62.07646418
0.05833333333,0.425,3.5,4.725,-395.277821,-76.76555735
0.05833333333,0.4416666667,3.5,4.808333333,-350.8511662,-89.35248466
0.05833333333,0.4583333333,3.5,4.891666667,-760.6090053,-98.68822641
0.05833333333,0.475,3.5,4.975,-859.0022418,-104.5016311
0.05833333333,0.4916666667,3.5,5.058333333,-438.4544739,-106.9655254
0.05833333333,0.5083333333,3.5,5.141666667,-335.1422013,-106.3445281
0.05833333333,0.525,3.5,5.225,-332.3489001,-102.7905854
0.05833333333,0.5416666667,3.5,5.308333333,-329.5555988,-96.26231174
0.05833333333,0.5583333333,3.5,5.391666667,-326.7622976,-86.54030288
0.05833333333,0.575,3.5,5.475,-297.8262343,-73.34467135
0.05833333333,0.5916666667,3.5,5.558333333,-273.4602321,-56.58795892
0.05833333333,0.6083333333,3.5,5.641666667,-249.09423,-36.76924197
0.05833333333,0.625,3.5,5.725,-224.7282278,-15.39141968
0.05833333333,0.6416666667,3.5,5.808333333,-208.5110572,4.903386509
0.05833333333,0.6583333333,3.5,5.891666667,-192.2938865,20.84000069
0.05833333333,0.675,3.5,5.975,-176.0767159,29.68921279
0.05833333333,0.6916666667,3.5,6.058333333,-159.8595453,30.53197996
0.05833333333,0.7083333333,3.5,6.141666667,-154.9365716,24.72727152
0.05833333333,0.725,3.5,6.225,-125.1079352,15.22003324
0.05833333333,0.7416666667,3.5,6.308333333,-131.4982337,5.220231037
0.05833333333,0.7583333333,3.5,6.391666667,-110.7465553,-2.864917309
0.05833333333,0.775,3.5,6.475,-98.68579674,-7.784651722
0.05833333333,0.7916666667,3.5,6.558333333,-86.62503821,-9.219244769
0.05833333333,0.8083333333,3.5,6.641666667,-74.56427969,-7.348912336
0.05833333333,0.825,3.5,6.725,-57.53535838,-2.485227809
0.05833333333,0.8416666667,3.5,6.808333333,-44.52638434,5.150951661
0.05833333333,0.8583333333,3.5,6.891666667,-31.51741031,15.52349436
0.05833333333,0.875,3.5,6.975,-18.50843627,28.77730474
0.05833333333,0.8916666667,3.5,7.058333333,5.395857885,45.13529545
0.05833333333,0.9083333333,3.5,7.141666667,29.30015204,64.66425413
0.05833333333,0.925,3.5,7.225,53.2044462,86.89589894
0.05833333333,0.9416666667,3.5,7.308333333,47.23659019,110.4007991
0.05833333333,0.9583333333,3.5,7.391666667,27.57180175,132.5991385
0.05833333333,0.975,3.5,7.475,7.907013303,150.1780775
0.05833333333,0.9916666667,3.5,7.558333333,-11.75777514,160.2095666
0.075,0.008333333333,4.5,2.641666667,-377.7277542,-44.65474188
0.075,0.025,4.5,2.725,-365.9141802,-33.77470364
0.075,0.04166666667,4.5,2.808333333,-354.1006061,-29.26368415
0.075,0.05833333333,4.5,2.891666667,-342.287032,-32.79075806
0.075,0.075,4.5,2.975,-330.4734579,-43.77503175
0.075,0.09166666667,4.5,3.058333333,-378.1274354,-59.68749639
0.075,0.1083333333,4.5,3.141666667,-425.7814129,-77.2521222
0.075,0.125,4.5,3.225,-473.4353904,-93.68787479
0.075,0.1416666667,4.5,3.308333333,-489.2020055,-107.3236328
0.075,0.1583333333,4.5,3.391666667,-504.9686207,-117.5361604
0.075,0.175,4.5,3.475,-520.7352359,-124.3508548
0.075,0.1916666667,4.5,3.558333333,-514.1777994,-128.0330485
0.075,0.2083333333,4.5,3.641666667,-507.620363,-128.8135824
0.075,0.225,4.5,3.725,-501.0629266,-126.7541899
0.075,0.2416666667,4.5,3.808333333,-494.5054901,-121.7189261
0.075,0.2583333333,4.5,3.891666667,-488.0320183,-113.4400456
0.075,0.275,4.5,3.975,-481.6425111,-101.7024595
