x0,y0,h0,x1,y1,h1,x2,y2,h2,n_pts
0.0390625,0.71875,-70.27728195,0.0390625,0.7109375,-173.5517736,0.046875,0.71875,-163.3855824,11
0.0390625,0.71875,-70.27728195,0.03125,0.71875,-179.1026769,0.0390625,0.7109375,-173.5517736,41
0.0390625,0.7265625,-138.9052138,0.046875,0.734375,-98.70775074,0.046875,0.71875,-163.3855824,13
0.0546875,0.7265625,-123.1881193,0.046875,0.71875,-163.3855824,0.046875,0.734375,-98.70775074,32
0.0546875,0.7265625,-123.1881193,0.0625,0.71875,-147.6684879,0.046875,0.71875,-163.3855824,84
0.0390625,0.71875,-70.27728195,0.0390625,0.7265625,-138.9052138,0.046875,0.71875,-163.3855824,21
0.0390625,0.71875,-70.27728195,0.03125,0.71875,-179.1026769,0.0390625,0.7265625,-138.9052138,33
0.00390625,0.5859375,-377.4309439,0.00390625,0.58203125,-377.0529914,0,0.5859375,-102.6861313,24
0.9375,0.8125,369.2655954,1,0.75,374.7288614,0.875,0.75,329.7253591,1359
0.984375,0.9375,723.7573294,0.984375,0.953125,573.015868,1,0.9375,843.8940192,0
0.984375,0.9375,723.7573294,0.96875,0.9375,603.6206396,0.984375,0.953125,573.015868,2
1,0.9296875,380.5715112,0.9921875,0.9296875,514.7001625,1,0.9375,843.8940192,38
1,0.9296875,380.5715112,1,0.921875,410.272503,0.9921875,0.9296875,514.7001625,0
0.9921875,0.921875,297.8894045,0.9921875,0.9296875,514.7001625,1,0.921875,410.272503,0
0.9921875,0.921875,297.8894045,0.984375,0.921875,185.5063059,0.9921875,0.9296875,514.7001625,0
0.0234375,0.609375,-354.2214207,0.0234375,0.6171875,-311.2687621,0.03125,0.609375,-362.811942,3
0.0234375,0.609375,-354.2214207,0.015625,0.609375,-345.6308993,0.0234375,0.6171875,-311.2687621,6
0.03125,0.453125,-484.068278,0.046875,0.453125,-381.2639898,0.03125,0.4375,-764.6476964,5
0.03125,0.453125,-484.068278,0.03125,0.46875,-422.7360219,0.046875,0.453125,-381.2639898,1
0.046875,0.46875,-318.3351325,0.046875,0.453125,-381.2639898,0.0625,0.46875,-1108.087906,10
0.046875,0.46875,-318.3351325,0.03125,0.46875,-422.7360219,0.046875,0.453125,-381.2639898,0
0.0078125,0.625,-103.0459629,0.015625,0.625,-299.2408667,0.0078125,0.6328125,-170.1264197,5
0.09375,0.5625,-157.9740177,0.09375,0.59375,-210.7888991,0.125,0.5625,-122.9667164,174
0.0625,0.59375,-263.3997074,0.0625,0.5625,-309.0859615,0.09375,0.59375,-210.7888991,188
0.09375,0.5625,-157.9740177,0.0625,0.5625,-309.0859615,0.09375,0.59375,-210.7888991,93
0.0625,0.59375,-263.3997074,0.09375,0.59375,-210.7888991,0.0625,0.625,-217.7134534,274
0.0234375,0.6171875,-311.2687621,0.015625,0.625,-299.2408667,0.015625,0.609375,-345.6308993,26
0.0234375,0.6171875,-311.2687621,0.03125,0.625,-270.3242616,0.015625,0.625,-299.2408667,22
0.0078125,0.6171875,-274.0114696,0.015625,0.625,-299.2408667,0.015625,0.609375,-345.6308993,11
0.8125,0.8125,323.5449654,0.875,0.75,329.7253591,0.75,0.75,283.2876014,1352
0.8125,0.8125,323.5449654,0.875,0.875,363.8023294,0.875,0.75,329.7253591,454
0.90625,0.9375,495.8070221,0.9375,0.9375,604.2754335,0.90625,0.96875,337.8927842,0
0.8125,0.9375,409.4064094,0.75,1,455.0104894,0.875,1,410.874892,163
0.0625,0.7265625,-112.0271525,0.0625,0.71875,-147.6684879,0.0546875,0.7265625,-123.1881193,83
0.021484375,0.662109375,-144.0785121,0.0234375,0.66015625,-189.2843742,0.0234375,0.6640625,-190.7608902,29
0.021484375,0.662109375,-144.0785121,0.01953125,0.66015625,-146.97822,0.0234375,0.66015625,-189.2843742,18
0.021484375,0.658203125,-112.3047889,0.0234375,0.66015625,-189.2843742,0.01953125,0.66015625,-146.97822,15
0.021484375,0.658203125,-112.3047889,0.0234375,0.65625,-419.9216721,0.0234375,0.66015625,-189.2843742,25
